img_path,question,answer,main_obj,Triple,Abstract
/home/aailab/kbvqa/data/images/110400220220621141535.jpg,소화전은 어디 위에 있니,풀,소화전,,
/home/aailab/kbvqa/data/images/110200720220621181724.jpg,프레첼은 어디 위에 있니,손바닥,프레첼,,
/home/aailab/kbvqa/data/images/110200820220621142215.jpg,도넛이 들어있는 봉투의 재질은 무엇일까,종이,도넛,,
/home/aailab/kbvqa/data/images/120100320220622161945.jpg,나비의 더듬이는 어느 쪽으로 뻗어있니,왼쪽,나비,,
/home/aailab/kbvqa/data/images/110200820220621142642.jpg,도넛이 담겨 있는 박스는 몇 개야,1,도넛,,
/home/aailab/kbvqa/data/images/110600120220622134007.jpg,테디 베어 주변에 몇 송이의 꽃이 있니,3,테디_베어,,
/home/aailab/kbvqa/data/images/110400120220621173650.jpg,몇 개의 신호등이 이미지 안에 있어,1,신호등,,
/home/aailab/kbvqa/data/images/110101720220620182055.jpg,바이올린 연주자들은 어디에 앉아 있니,의자,바이올린,,
/home/aailab/kbvqa/data/images/110101620220620163256.jpg,이미지 속의 사람이 들고 있는 악기는 뭐지,트럼펫,트럼펫,,
/home/aailab/kbvqa/data/images/110101320220620115101.jpg,피아노 아래에 있는 기계를 뭐라고 할까,스피커,피아노,,
/home/aailab/kbvqa/data/images/110400120220621174012.jpg,신호등은 몇 개야,2,신호등,,
/home/aailab/kbvqa/data/images/110100520220620163821.jpg,드럼을 몇 개의 스틱으로 치고 있을까,2,드럼_세트,,
/home/aailab/kbvqa/data/images/110100120220620132624.jpg,아코디언 연주자는 어디에 앉아 있어,의자,아코디언,,
/home/aailab/kbvqa/data/images/110100820220620160859.jpg,기타는 몇 개니,2,기타,,
/home/aailab/kbvqa/data/images/110300120220622105311.jpg,이미지에서 책이 진열된 가구는 뭘까,책장,책,,
/home/aailab/kbvqa/data/images/110100520220620164011.jpg,이미지 속 드럼 세트를 치고 있는 사람은 몇 명이야,1,드럼_세트,,
/home/aailab/kbvqa/data/images/110500220220622141959.jpg,문에 있는 창은 몇 개야,6,문,,
/home/aailab/kbvqa/data/images/110400320220621173359.jpg,교통표지는 몇 개니,5,교통표지,,
/home/aailab/kbvqa/data/images/120100220220624114950.jpg,식물 위에 있는 곤충 이름은 뭐야,벌,벌_(곤충),,
/home/aailab/kbvqa/data/images/110200820220621140018.jpg,도넛은 몇 개야,1,도넛,,
/home/aailab/kbvqa/data/images/110101320220620112139.jpg,피아노는 몇 개니,1,피아노,,
/home/aailab/kbvqa/data/images/110200820220621142509.jpg,도넛은 어디 위에 올려져 있을까,진열대,도넛,,
/home/aailab/kbvqa/data/images/120100320220622155115.jpg,이미지 속의 나비는 어디 위에 있어,꽃,나비,,
/home/aailab/kbvqa/data/images/110200720220621132851.jpg,프레첼을 담고 있는 물체의 이름은 뭐야,접시,프레첼,,
/home/aailab/kbvqa/data/images/110101720220620182236.jpg,사람들이 잡고 있는 악기는 뭐야,바이올린,바이올린,,
/home/aailab/kbvqa/data/images/110400120220621174654.jpg,이미지 속 빨간색 불빛이 나오는 시설물을 뭐라고 하니,신호등,신호등,,
/home/aailab/kbvqa/data/images/110101420220620135548.jpg,색소폰을 연주하는 사람은 어디 위에 있니,의자,색소폰,,
/home/aailab/kbvqa/data/images/110100120220620140128.jpg,아코디언 연주자 왼쪽 사람이 들고 있는 건 뭐야,마이크,아코디언,,
/home/aailab/kbvqa/data/images/110200520220621173228.jpg,피자는 몇 판이야,1,피자,,
/home/aailab/kbvqa/data/images/120100420220622173237.jpg,잠자리의 다리는 몇 개야,6,잠자리,,
/home/aailab/kbvqa/data/images/110300120220622105235.jpg,책장 안에 담겨 있는 것은 뭐니,책,책,,
/home/aailab/kbvqa/data/images/110400220220621135436.jpg,소화전은 어디 위에 있어,잔디,소화전,,
/home/aailab/kbvqa/data/images/110101620220620160957.jpg,이미지에서 트럼펫을 부는 사람은 몇 명이야,1,트럼펫,,
/home/aailab/kbvqa/data/images/120100220220624114222.jpg,날개가 두 쌍인 곤충은 뭐니,벌,벌_(곤충),,
/home/aailab/kbvqa/data/images/120100220220622151114.jpg,벌은 몇 마리니,1,벌_(곤충),,
/home/aailab/kbvqa/data/images/120100120220622141317.jpg,과일에 붙어있는 동물의 이름은 무엇이니,개미,개미,,
/home/aailab/kbvqa/data/images/110500320220622150750.jpg,아치형인 화장실 입구는 몇 개야,1,화장실,,
/home/aailab/kbvqa/data/images/110400120220621165853.jpg,신호등 주변에 삼각형인 교통표지는 몇 개일까,1,신호등,,
/home/aailab/kbvqa/data/images/110200620220621182253.jpg,손에 쥐고 있는 것은 뭐야,막대 아이스크림,막대_아이스크림,,
/home/aailab/kbvqa/data/images/110101820220621132056.jpg,키보드 주변에 사람은 몇 명이 있어,1,키보드_(악기),,
/home/aailab/kbvqa/data/images/110101320220620113739.jpg,첼로 연주자의 왼쪽 사람은 무슨 악기를 연주하고 있니,피아노,피아노,,
/home/aailab/kbvqa/data/images/110200320220621152815.jpg,햄버거는 몇 개니,4,햄버거,,
/home/aailab/kbvqa/data/images/110100520220620175514.jpg,드럼을 연주 중인 사람은 무엇을 들고 있니,스틱,드럼_세트,,
/home/aailab/kbvqa/data/images/110300120220621161838.jpg,책 위에 있는 발은 누구 발이야,고양이,책,,
/home/aailab/kbvqa/data/images/110101820220621131550.jpg,이미지 속의 키보드는 몇 단일까,2,키보드_(악기),,
/home/aailab/kbvqa/data/images/110101820220621183236.jpg,키보드 위에 올려져 있는 것은 뭐니,악보,키보드_(악기),,
/home/aailab/kbvqa/data/images/110400220220621141650.jpg,소화전은 몇 개니,1,소화전,,
/home/aailab/kbvqa/data/images/110500120220622130700.jpg,창 아래 있는 것은 뭘까,꽃,창_(건축),,
/home/aailab/kbvqa/data/images/110100220220620143503.jpg,밴조를 잡고 있는 사람은 몇 명이야,1,밴조,,
/home/aailab/kbvqa/data/images/110200320220621154818.jpg,햄버거가 담겨 있는 접시는 무슨 형이야,원형,햄버거,,
/home/aailab/kbvqa/data/images/110101320220620125649.jpg,피아노 연주자가 등에 메고 있는 건 뭐야,가방,피아노,,
/home/aailab/kbvqa/data/images/110500120220622115302.jpg,이미지 속 창은 무슨 색이니,흰색,창_(건축),,
/home/aailab/kbvqa/data/images/110100820220620160146.jpg,이미지 속 사람이 연주 하고 있는 악기는 뭐야,기타,기타,,
/home/aailab/kbvqa/data/images/110400120220621173313.jpg,신호등 주변에 사다리는 몇 개야,1,신호등,,
/home/aailab/kbvqa/data/images/110400120220621170305.jpg,신호등 왼쪽 도로에는 트럭이 몇 대 있을까,1,신호등,,
/home/aailab/kbvqa/data/images/110101720220620181417.jpg,바이올린을 들고 있는 사람은 몇 명일까,3,바이올린,,
/home/aailab/kbvqa/data/images/110101820220621112958.jpg,키보드는 몇 개의 의자에 올려져 있을까,2,키보드_(악기),,
/home/aailab/kbvqa/data/images/110200320220621154615.jpg,햄버거를 담고 있는 것은 뭐야,접시,햄버거,,
/home/aailab/kbvqa/data/images/110200320220621153337.jpg,몇 개의 햄버거가 이미지 안에 있지,1,햄버거,,
/home/aailab/kbvqa/data/images/110200920220621175324.jpg,케이크는 몇 개니,1,케이크,,
/home/aailab/kbvqa/data/images/110200320220621160150.jpg,햄버거 오른쪽에 있는 음식은 뭐니,감자튀김,햄버거,,
/home/aailab/kbvqa/data/images/110100820220620131009.jpg,기타의 줄감개는 몇 개일까,6,기타,,
/home/aailab/kbvqa/data/images/110101820220621112956.jpg,이미지 속 키보드는 몇 개야,1,키보드_(악기),,
/home/aailab/kbvqa/data/images/120100420220622174840.jpg,잠자리는 몇 마리니,2,잠자리,,
/home/aailab/kbvqa/data/images/110400120220621165946.jpg,신호등 주변에 탁자는 몇 개야,1,신호등,,
/home/aailab/kbvqa/data/images/110500220220622142327.jpg,문의 손잡이는 어느 쪽에 있니,왼쪽,문,,
/home/aailab/kbvqa/data/images/110100320220620152354.jpg,의자에 앉아 있는 사람이 들고 있는 악기는 무엇이니,첼로,첼로,,
/home/aailab/kbvqa/data/images/110101320220620115839.jpg,피아노 아래 있는 것은 뭐야,의자,피아노,,
/home/aailab/kbvqa/data/images/110101720220620173831.jpg,바이올린은 몇 개의 줄이 있어,4,바이올린,,
/home/aailab/kbvqa/data/images/110201020220621155712.jpg,샌드위치 빵 조각의 개수는 몇 개야,4,샌드위치,,
/home/aailab/kbvqa/data/images/110101820220621131930.jpg,키보드는 몇 개야,1,키보드_(악기),,
/home/aailab/kbvqa/data/images/110500120220627131756.jpg,이미지에서 창 앞에 있는 화분은 몇 개일까,1,창_(건축),,
/home/aailab/kbvqa/data/images/110500120220622131811.jpg,호박은 어디에 놓여있니,창,창_(건축),,
/home/aailab/kbvqa/data/images/110101720220620180357.jpg,바이올린 연주하고 있는 사람은 몇 명이니,6,바이올린,,
/home/aailab/kbvqa/data/images/120100420220622171506.jpg,나뭇잎 위에 있는 잠자리는 꼬리가 몇 개야,1,잠자리,,
/home/aailab/kbvqa/data/images/110101220220621102819.jpg,몇 개의 오보에가 이미지 안에 있을까,1,오보에,,
/home/aailab/kbvqa/data/images/110500320220622151926.jpg,열려있는 화장실의 문은 몇 개지,2,화장실,,
/home/aailab/kbvqa/data/images/110500320220622153019.jpg,화장실에 열려 있는 창문은 몇 개야,1,화장실,,
/home/aailab/kbvqa/data/images/110200720220621131542.jpg,프레첼은 몇 개야,1,프레첼,,
/home/aailab/kbvqa/data/images/110400120220621170037.jpg,몇 개의 신호등이 이미지에 있지,1,신호등,,
/home/aailab/kbvqa/data/images/110100520220620174054.jpg,드럼 세트 위에 있는 것은 무엇이니,전등,드럼_세트,,
/home/aailab/kbvqa/data/images/110400120220621173041.jpg,몇 개의 신호등이 있니,4,신호등,,
/home/aailab/kbvqa/data/images/110500220220622141239.jpg,이미지 속 문에 달린 장식은 몇개지,1,문,,
/home/aailab/kbvqa/data/images/110400220220621141058.jpg,소화전은 몇 개일까,1,소화전,,
/home/aailab/kbvqa/data/images/110300120220622105740.jpg,책이 수납 되어 있는 물건은 뭐니,책장,책,,
/home/aailab/kbvqa/data/images/110200720220621131158.jpg,몇 개의 프레첼이 이미지 안에 있니,4,프레첼,,
/home/aailab/kbvqa/data/images/110200320220621151044.jpg,햄버거 안에 패티는 몇 장이지,1,햄버거,,
/home/aailab/kbvqa/data/images/110100820220620162825.jpg,기타를 무엇으로 잡고 있니,손,기타,,
/home/aailab/kbvqa/data/images/120100420220622182946.jpg,이미지에서 잠자리의 꼬리는 몇 개지,1,잠자리,,
/home/aailab/kbvqa/data/images/110200120220621134044.jpg,이미지에 크림이 발린 빵은 몇 개지,1,크림_(식품),,
/home/aailab/kbvqa/data/images/110400320220621174901.jpg,이미지 속 교통표지는 몇 개야,9,교통표지,,
/home/aailab/kbvqa/data/images/110100820220620162635.jpg,몇 개의 기타가 이미지 안에 있을까,1,기타,,
/home/aailab/kbvqa/data/images/110100120220620134116.jpg,왼쪽에 서 있는 사람이 들고 있는 악기는 뭐야,아코디언,아코디언,,
/home/aailab/kbvqa/data/images/110100720220620180017.jpg,호른은 몇 개니,1,호른,,
/home/aailab/kbvqa/data/images/110101220220621102622.jpg,오보에는 몇 개니,2,오보에,,
/home/aailab/kbvqa/data/images/120100320220622165337.jpg,돌 위에 있는 나비는 몇 마리니,1,나비,,
/home/aailab/kbvqa/data/images/120100320220622165436.jpg,나비가 앉아 있는 곳은 어디야,꽃,나비,,
/home/aailab/kbvqa/data/images/110101820220621184415.jpg,키보드 위에 올려진 물건은 뭐지,헤드셋,키보드_(악기),,
/home/aailab/kbvqa/data/images/110100220220620145323.jpg,밴조는 몇 개니,1,밴조,,
/home/aailab/kbvqa/data/images/120100320220622155943.jpg,나비는 어디 위에 앉아 있니,나뭇잎,나비,,
/home/aailab/kbvqa/data/images/120100220220624114805.jpg,몇 마리의 벌이 있어,1,벌_(곤충),,
/home/aailab/kbvqa/data/images/110500120220621170226.jpg,창 밖에 있는 나뭇잎의 색은 뭐야,초록색,창_(건축),,
/home/aailab/kbvqa/data/images/110101220220620153433.jpg,오보에는 몇 개니,1,오보에,,
/home/aailab/kbvqa/data/images/110101020220620164914.jpg,하프 왼쪽에 있는 것은 뭐야,피아노,하프,,
/home/aailab/kbvqa/data/images/110101420220620134846.jpg,색소폰의 리드는 어느 쪽을 향해 있니,오른쪽,색소폰,,
/home/aailab/kbvqa/data/images/110200520220621180312.jpg,피자는 몇 판이니,1,피자,,
/home/aailab/kbvqa/data/images/110101020220620163515.jpg,하프는 몇 개니,1,하프,,
/home/aailab/kbvqa/data/images/110200120220621143605.jpg,이미지 안에 크림은 몇 개야,2,크림_(식품),,
/home/aailab/kbvqa/data/images/110100820220620160010.jpg,기타의 손잡이는 몇 개야,1,기타,,
/home/aailab/kbvqa/data/images/120100120220622135404.jpg,개미는 어디에 붙어 있어,나뭇잎,개미,,
/home/aailab/kbvqa/data/images/110100520220620174918.jpg,드럼을 연주 하고 있는 사람들의 손엔 뭐가 있니,드럼 스틱,드럼_세트,,
/home/aailab/kbvqa/data/images/120100220220622152157.jpg,벌은 어디에 앉아 있니,꽃,벌_(곤충),,
/home/aailab/kbvqa/data/images/110400320220621181351.jpg,이미지 속 교통표지의 모양은 무엇이니,마름모,교통표지,,
/home/aailab/kbvqa/data/images/110200820220621140851.jpg,도넛은 어디에 담겨져 있어,진열대,도넛,,
/home/aailab/kbvqa/data/images/110600120220622131855.jpg,테디 베어는 몇 개니,1,테디_베어,,
/home/aailab/kbvqa/data/images/110100520220620175326.jpg,이미지 속 사람이 연주 중인 악기는 무엇이니,드럼,드럼_세트,,
/home/aailab/kbvqa/data/images/120100320220622162417.jpg,나비의 날개는 몇 개야,2,나비,,
/home/aailab/kbvqa/data/images/110500320220622150213.jpg,화장실의 문은 몇 개니,2,화장실,,
/home/aailab/kbvqa/data/images/110400320220621180029.jpg,교통표지는 몇 개니,4,교통표지,,
/home/aailab/kbvqa/data/images/110200820220621135907.jpg,도넛이 담겨 있는 접시는 무슨 모양이야,원형,도넛,,
/home/aailab/kbvqa/data/images/110101620220620155723.jpg,이미지 속 오른쪽 상단에 있는 악기는 무엇이야,트럼펫,트럼펫,,
/home/aailab/kbvqa/data/images/110100220220620142638.jpg,밴조를 쥐고 있는 사람은 몇 명이야,1,밴조,,
/home/aailab/kbvqa/data/images/110200820220621140446.jpg,도넛은 어디 위에 있을까,식기,도넛,,
/home/aailab/kbvqa/data/images/110300120220621161548.jpg,이미지 속 책을 들고 있는 손은 무슨 손이니,오른손,책,,
/home/aailab/kbvqa/data/images/110201020220621153237.jpg,샌드위치가 올라가 있는 그릇의 재질이 뭐야,나무,샌드위치,,
/home/aailab/kbvqa/data/images/110400320220621164425.jpg,교통표지가 원형인 것은 몇 개니,1,교통표지,,
/home/aailab/kbvqa/data/images/110500220220622143919.jpg,문의 경첩은 총 몇 개야,6,문,,
/home/aailab/kbvqa/data/images/110101820220622104242.jpg,신시사이저 주변에 의자는 몇 개니,1,신시사이저,,
/home/aailab/kbvqa/data/images/110500220220622143548.jpg,이미지 속에 문은 무슨 재질로 이루어져 있니,나무,문,,
/home/aailab/kbvqa/data/images/110200520220621175013.jpg,피자 왼쪽에 있는 과일은 뭐야,레몬,피자,,
/home/aailab/kbvqa/data/images/110200120220621135628.jpg,크림이 담긴 접시는 몇 개야,1,크림_(식품),,
/home/aailab/kbvqa/data/images/110101320220620125031.jpg,검은색과 흰색 건반이 있는 악기의 이름은 뭐야,피아노,피아노,,
/home/aailab/kbvqa/data/images/110400220220621141835.jpg,소화전 주변에 동물은 무엇일까,개,소화전,,
/home/aailab/kbvqa/data/images/110100820220620130012.jpg,기타 오른쪽에 있는 것은 뭐야,마이크,기타,,
/home/aailab/kbvqa/data/images/110300120220621162057.jpg,책을 들고 있는 사람은 몇 명이니,1,책,,
/home/aailab/kbvqa/data/images/110200920220621150132.jpg,상자에 담긴 음식은 뭐야,케이크,케이크,,
/home/aailab/kbvqa/data/images/110400220220621150000.jpg,소화전은 몇 개니,1,소화전,,
/home/aailab/kbvqa/data/images/110100520220620162312.jpg,드럼 세트를 치고 있는 사람은 몇 명이야,1,드럼_세트,,
/home/aailab/kbvqa/data/images/120100320220622162203.jpg,이미지 속 날개에 무늬가 있는 동물은 뭘까,나비,나비,,
/home/aailab/kbvqa/data/images/110200120220621140945.jpg,크림 오른쪽에 있는 금속 도구는 뭐야,숟가락,크림_(식품),,
/home/aailab/kbvqa/data/images/110200120220621141153.jpg,이미지 속 크림이 들어간 음식은 무엇일까,쿠키,크림_(식품),,
/home/aailab/kbvqa/data/images/120100120220622145807.jpg,식물 줄기에 있는 곤충의 이름은 무엇이니,개미,개미,,
/home/aailab/kbvqa/data/images/110400120220621165359.jpg,이미지 속엔 신호등이 몇 개야,1,신호등,,
/home/aailab/kbvqa/data/images/110500120220622131322.jpg,창 밑에 있는 것은 무엇이니,꽃,창_(건축),,
/home/aailab/kbvqa/data/images/110300120220622104812.jpg,책이 들어있는 보관함은 무슨 재질이지,나무,책,,
/home/aailab/kbvqa/data/images/110500120220622114535.jpg,이불이 올려진 창은 몇 개니,2,창_(건축),,
/home/aailab/kbvqa/data/images/110200520220621175627.jpg,피자는 몇 조각이니,4,피자,,
/home/aailab/kbvqa/data/images/110400220220621140404.jpg,도로 주변에 빨간색으로 된 시설 이름은 뭐지,소화전,소화전,,
/home/aailab/kbvqa/data/images/110600120220622130848.jpg,테디 베어는 몇 개야,8,테디_베어,,
/home/aailab/kbvqa/data/images/110500320220622150407.jpg,화장실 문 사이에 있는 것은 무엇이니,화분,화장실,,
/home/aailab/kbvqa/data/images/120100320220622161811.jpg,나비의 더듬이는 몇 개니,2,나비,,
/home/aailab/kbvqa/data/images/110200820220621142135.jpg,도넛은 몇 개니,6,도넛,,
/home/aailab/kbvqa/data/images/120100320220622155421.jpg,이미지 속 나비의 날개는 몇 개야,2,나비,,
/home/aailab/kbvqa/data/images/110200420220621162336.jpg,핫도그의 포장지는 무슨 재질일까,종이,핫도그,,
/home/aailab/kbvqa/data/images/110101020220620163918.jpg,하프의 줄은 몇 개야,11,하프,,
/home/aailab/kbvqa/data/images/110200920220621151358.jpg,케이크에 꽂혀있는 초의 개수는 몇 개니,13,케이크,,
/home/aailab/kbvqa/data/images/120100220220624113910.jpg,이미지 속 벌은 몇 마리야,1,벌_(곤충),,
/home/aailab/kbvqa/data/images/110100820220620131227.jpg,기타는 몇 개야,1,기타,,
/home/aailab/kbvqa/data/images/110200920220621145344.jpg,격자로 되어있는 판 위에 있는 음식 이름은 뭐야,케이크,케이크,,
/home/aailab/kbvqa/data/images/110500220220622140807.jpg,몇 개의 문이 이미지 안에 있니,1,문,,
/home/aailab/kbvqa/data/images/120100420220622171915.jpg,꼬리가 있는 동물의 이름은 뭐니,잠자리,잠자리,,
/home/aailab/kbvqa/data/images/110100120220620114216.jpg,이미지 속 아코디언은 몇 개니,2,아코디언,,
/home/aailab/kbvqa/data/images/110500220220622142038.jpg,이미지 속 문에서 나오는 동물은 뭐야,개,문,,
/home/aailab/kbvqa/data/images/110400120220621173945.jpg,신호등이 설치된 전봇대는 몇 개야,3,신호등,,
/home/aailab/kbvqa/data/images/110200120220621134624.jpg,크림은 어디에 담아져 있니,접시,크림_(식품),,
/home/aailab/kbvqa/data/images/110101520220620144314.jpg,트롬본은 몇 개야,1,트롬본,,
/home/aailab/kbvqa/data/images/110200520220621172920.jpg,이미지 속에 있는 음식은 뭐야,피자,피자,,
/home/aailab/kbvqa/data/images/110200520220621174149.jpg,몇 조각의 피자가 접시 위에 있니,7,피자,,
/home/aailab/kbvqa/data/images/110101320220620112958.jpg,피아노에 손을 올리고 있는 사람은 몇 명이니,1,피아노,,
/home/aailab/kbvqa/data/images/110101020220620143013.jpg,이미지 안에 하프는 몇 개의 줄이 있는 악기야,12,하프,,
/home/aailab/kbvqa/data/images/110101820220622105302.jpg,신시사이저는 몇 개야,1,신시사이저,,
/home/aailab/kbvqa/data/images/120100320220622160650.jpg,나비는 몇 마리니,1,나비,,
/home/aailab/kbvqa/data/images/120100420220622181356.jpg,잠자리 꼬리는 몇 개니,1,잠자리,,
/home/aailab/kbvqa/data/images/110200520220621170335.jpg,이미지 속 피자는 몇 판이야,2,피자,,
/home/aailab/kbvqa/data/images/110100820220620133255.jpg,기타는 몇 개니,1,기타,,
/home/aailab/kbvqa/data/images/110101520220620185436.jpg,트롬본을 들고 있는 사람은 몇 명 이니,1,트롬본,,
/home/aailab/kbvqa/data/images/120100420220622181758.jpg,잠자리의 꼬리 끝은 몇 갈래로 갈라져 있어,2,잠자리,,
/home/aailab/kbvqa/data/images/110200520220621172635.jpg,이미지 속 접시 위에 있는 음식을 뭐라고 하지,피자,피자,,
/home/aailab/kbvqa/data/images/110200420220621163402.jpg,이미지 속 핫도그는 어디 위에 있지,비닐,핫도그,,
/home/aailab/kbvqa/data/images/110500220220622141723.jpg,몇 개의 문이 이미지 속에 있니,1,문,,
/home/aailab/kbvqa/data/images/110200320220621152955.jpg,햄버거는 어디 위에 올려져 있어,쟁반,햄버거,,
/home/aailab/kbvqa/data/images/110200120220621133453.jpg,크림은 케이크의 어느 쪽에 있을까,왼쪽,크림_(식품),,
/home/aailab/kbvqa/data/images/110500320220622160351.jpg,화장실의 문은 몇 개일까,2,화장실,,
/home/aailab/kbvqa/data/images/110200520220621174713.jpg,피자 왼쪽에 있는 식기는 뭐야,포크,피자,,
/home/aailab/kbvqa/data/images/110400220220621143948.jpg,소화전 뒤엔 뭐가 있을까,울타리,소화전,,
/home/aailab/kbvqa/data/images/110400220220621142810.jpg,소화전에는 몇 개의 호스가 연결되어 있니,2,소화전,,
/home/aailab/kbvqa/data/images/120100220220622150317.jpg,벌의 더듬이는 몇 개니,2,벌_(곤충),,
/home/aailab/kbvqa/data/images/110200520220621171016.jpg,피자 왼쪽에 걸려 있는 천은 무엇일까,커튼,피자,,
/home/aailab/kbvqa/data/images/110500320220622151307.jpg,이미지에서 화장실의 문은 몇 개일까,1,화장실,,
/home/aailab/kbvqa/data/images/120100120220622135509.jpg,음식 위에 있는 곤충은 뭐야,개미,개미,,
/home/aailab/kbvqa/data/images/110200520220621170815.jpg,피자는 무슨 모양일까,원형,피자,,
/home/aailab/kbvqa/data/images/110500220220622143449.jpg,이미지 속 문의 재질은 무엇이야,나무,문,,
/home/aailab/kbvqa/data/images/110200820220621143425.jpg,이미지 안의 도넛들은 어디 위에 있니,냄비,도넛,,
/home/aailab/kbvqa/data/images/110200320220621151831.jpg,햄버거는 몇 개니,1,햄버거,,
/home/aailab/kbvqa/data/images/110101220220620152752.jpg,하프 사이에 들어간 악기는 뭐야,오보에,오보에,,
/home/aailab/kbvqa/data/images/110101620220620160526.jpg,트럼펫은 어느 손으로 쥐고 있을까,오른손,트럼펫,,
/home/aailab/kbvqa/data/images/110201020220621154343.jpg,샌드위치는 무엇에 담겨있어,접시,샌드위치,,
/home/aailab/kbvqa/data/images/110500320220622150443.jpg,화장실의 계단은 몇 개일까,4,화장실,,
/home/aailab/kbvqa/data/images/110400120220621173252.jpg,이미지 속 주황색 불빛이 나오는 장치 이름은 무엇이니,신호등,신호등,,
/home/aailab/kbvqa/data/images/120100320220622155816.jpg,나비는 어디 위에 있을까,바위,나비,,
/home/aailab/kbvqa/data/images/120100220220622152003.jpg,벌은 눈을 몇 개 갖고 있니,2,벌_(곤충),,
/home/aailab/kbvqa/data/images/110101820220622104404.jpg,신시사이저 주변에 몇 명의 사람이 있지,1,신시사이저,,
