img_path,question,answer,main_obj,Triple,Abstract
/home/aailab/kbvqa/data/images/110200620220621182253.jpg,막대 아이스크림은 무엇에 해당하니,빙과,막대_아이스크림,"['막대_아이스크림', 'subject', '빙과']",
/home/aailab/kbvqa/data/images/110101820220621132056.jpg,건반 악기에 속하는 악기 이름은 뭘까,키보드,키보드_(악기),"['키보드_(악기)', 'subject', '건반_악기']",
/home/aailab/kbvqa/data/images/110101320220620113739.jpg,피아노는 유럽 어느 나라의 발명품이야,이탈리아,피아노,"['피아노', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110200320220621152815.jpg,이미지의 길거리 음식은 뭘까,햄버거,햄버거,"['햄버거', 'subject', '길거리_음식']",
/home/aailab/kbvqa/data/images/110100520220620175514.jpg,안경을 발명한 나라는 어디일까,이탈리아,드럼_세트,"['안경', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110101820220621131550.jpg,키보드는 어떤 악기야,전자 악기,키보드_(악기),"['키보드_(악기)', 'subject', '전자_악기']",
/home/aailab/kbvqa/data/images/110101820220621183236.jpg,피아노나 오르간 같은 전통 악기가 아닌 신종 건반 악기는 뭐야,키보드,키보드_(악기),"['키보드_(악기)', 'subject', '건반_악기']",키보드_(악기)
/home/aailab/kbvqa/data/images/110400220220621141650.jpg,이미지 속 도로 시설물은 뭐야,소화전,소화전,"['소화전', 'subject', '도로_시설물']",
/home/aailab/kbvqa/data/images/110200320220621154818.jpg,이미지 속 독일 요리는 어디에 속할까,길거리 음식,햄버거,"['햄버거', 'subject', '길거리_음식']=['햄버거', 'subject', '독일_요리']",
/home/aailab/kbvqa/data/images/110101320220620125649.jpg,이미지 속의 악기는 무슨 악기에 해당할까,건반 악기,피아노,"['피아노', 'subject', '건반_악기']",
/home/aailab/kbvqa/data/images/110400120220621170305.jpg,진행 또는 정지 등의 신호를 나타내는 장치는 뭐니,신호등,신호등,"['신호등', 'subject', '신호등']",신호등
/home/aailab/kbvqa/data/images/110101720220620181417.jpg,바이올린은 어떤 악기야,현명악기,바이올린,"['바이올린', 'subject', '현명악기']",
/home/aailab/kbvqa/data/images/110101820220621112958.jpg,키보디스트가 연주하는 악기는 어디에 속하니,전자 악기,키보드_(악기),"['키보드_(악기)', 'subject', '전자_악기']",키보드_(악기)
/home/aailab/kbvqa/data/images/110200320220621154615.jpg,이미지 속 독일 요리는 무엇이니,햄버거,햄버거,"['햄버거', 'subject', '독일_요리']",
/home/aailab/kbvqa/data/images/110200320220621153337.jpg,이미지 속 독일 요리의 샌드위치는 뭐야,햄버거,햄버거,"['햄버거', 'subject', '독일_요리']=['햄버거', 'subject', '샌드위치']",
/home/aailab/kbvqa/data/images/110200920220621175324.jpg,이미지 속 중국 요리는 뭐야,케이크,케이크,"['케이크', 'subject', '중국_요리']",
/home/aailab/kbvqa/data/images/110200320220621160150.jpg,이미지 속 샌드위치는 뭐야,햄버거,햄버거,"['햄버거', 'subject', '샌드위치']",
/home/aailab/kbvqa/data/images/110100820220620131009.jpg,음역이 130인 현명악기는 뭐야,기타,기타,"['기타', 'subject', '현명악기']",
/home/aailab/kbvqa/data/images/110101820220621112956.jpg,키보드는 어떤 악기니,전자 악기,키보드_(악기),"['키보드_(악기)', 'subject', '전자_악기']",
/home/aailab/kbvqa/data/images/120100420220622174840.jpg,이미지 내에 잠자리목인 생물은 무슨 동물이야,절지동물,잠자리,"['잠자리', 'subject', '잠자리목']=['잠자리', '문', '절지동물']",
/home/aailab/kbvqa/data/images/110101320220620115839.jpg,피아노의 발명가는 누구니,바르톨로메오 크리스토포리,피아노,"['피아노', 'subject', '피아노']",피아노
/home/aailab/kbvqa/data/images/110101720220620173831.jpg,바이올린은 몇 도로 조율하는 찰현악기일까,완전 5도,바이올린,"['바이올린', 'subject', '현악기']",
/home/aailab/kbvqa/data/images/110101820220621131930.jpg,키보드는 무슨 악기니,전자 악기,키보드_(악기),"['키보드_(악기)', 'subject', '전자_악기']",
/home/aailab/kbvqa/data/images/110500120220622131811.jpg,열매채소에 해당하는 것은 무엇일까,호박,창_(건축),"['호박', 'subject', '열매채소']",
/home/aailab/kbvqa/data/images/120100420220622171506.jpg,벽돌은 어디에 쓰이니,건설,잠자리,"['벽돌', 'subject', '건설']",
/home/aailab/kbvqa/data/images/110200720220621131542.jpg,이미지 속 독일의 길거리 음식은 뭐니,프레첼,프레첼,"['프레첼', 'subject', '독일_요리']=['프레첼', 'subject', '길거리_음식']",
/home/aailab/kbvqa/data/images/110100520220620174054.jpg,이미지 속 타악기는 뭐야,드럼 세트,드럼_세트,"['드럼_세트', 'subject', '타악기']",
/home/aailab/kbvqa/data/images/110300120220622105740.jpg,서사 또는 서전 이라 부르는 것은 무엇이야,책,책,"['책', 'subject', '책']",
/home/aailab/kbvqa/data/images/110200720220621131158.jpg,이미지 속의 길거리 음식 이름은 뭐지,프레첼,프레첼,"['프레첼', 'subject', '길거리_음식']",
/home/aailab/kbvqa/data/images/110100820220620162825.jpg,이미지 속 음역이 130인 사물은 무슨 악기야,현명악기,기타,"['기타', 'subject', '현명악기']",
/home/aailab/kbvqa/data/images/120100420220622182946.jpg,잠자리는 무슨 동물이야,절지동물,잠자리,"['잠자리', '문', '절지동물']",
/home/aailab/kbvqa/data/images/110100120220620134116.jpg,아코디언은 무슨 악기에 해당할까,기명악기,아코디언,"['아코디언', 'subject', '기명악기']",
/home/aailab/kbvqa/data/images/110100720220620180017.jpg,호른은 무슨 악기야,기명악기,호른,"['호른', 'subject', '기명악기']",
/home/aailab/kbvqa/data/images/120100320220622165337.jpg,생물학자 석주명이 연구한 나비는 무슨 동물일까,절지동물,나비,"['나비', '문', '절지동물']",나비
/home/aailab/kbvqa/data/images/120100320220622155943.jpg,나비는 무슨 아목에 속하는 곤충일까,선훼아목,나비,"['나비', '아목', '선훼아목']",
/home/aailab/kbvqa/data/images/110500120220621170226.jpg,이미지 속 식육목 동물은 무슨 부류일까,포유류,창_(건축),"['고양이', '강', '포유류']=['고양이', '목', '식육목']",
/home/aailab/kbvqa/data/images/110101220220620153433.jpg,오보에는 무슨 악기야,목관 악기,오보에,"['오보에', 'subject', '목관_악기']",
/home/aailab/kbvqa/data/images/110101420220620134846.jpg,색소폰을 발명한 나라는 어디일까,벨기에,색소폰,"['색소폰', 'subject', '벨기에의_발명품']",
/home/aailab/kbvqa/data/images/110200520220621180312.jpg,피자는 어느 나라 요리야,이탈리아,피자,"['피자', 'subject', '이탈리아_요리']",
/home/aailab/kbvqa/data/images/110101020220620163515.jpg,이미지 속 아일랜드의 상징인 악기가 뭐야,하프,하프,"['하프', 'subject', '아일랜드의_상징']",
/home/aailab/kbvqa/data/images/110100820220620160010.jpg,전래되어오는 기타의 조율법은 몇 가지가 넘을까,20,기타,"['기타', 'subject', '기타']",기타
/home/aailab/kbvqa/data/images/120100120220622135404.jpg,개미는 무엇에 속해 있니,벌목,개미,"['개미', '목', '벌목_(곤충)']",
/home/aailab/kbvqa/data/images/110100520220620174918.jpg,이미지 속 막명악기는 뭐야,드럼,드럼_세트,"['드럼_세트', 'subject', '막명악기']",
/home/aailab/kbvqa/data/images/120100220220622152157.jpg,이미지 속 꿀벌상과에 속하는 곤충은 뭘까,벌,벌_(곤충),"['벌_(곤충)', '상과', '꿀벌상과']",
/home/aailab/kbvqa/data/images/110600120220622131855.jpg,손바느질로 만든 곰인형은 뭐야,테디베어,테디_베어,"['테디_베어', 'subject', '인형']",테디_베어
/home/aailab/kbvqa/data/images/110100520220620175326.jpg,드럼은 어떤 악기일까,타악기,드럼_세트,"['드럼_세트', 'subject', '타악기']",
/home/aailab/kbvqa/data/images/120100320220622162417.jpg,한국에서 나비를 연구한 생물학자는 누구니,석주명,나비,"['나비', 'subject', '나비']",나비
/home/aailab/kbvqa/data/images/110500320220622150213.jpg,이미지 속 자전거는 어느 나라 발명품이야,프랑스,화장실,"['자전거', 'subject', '프랑스의_발명품']",
/home/aailab/kbvqa/data/images/110400320220621180029.jpg,이미지 속 안전 장비는 뭐야,가드레일,교통표지,"['가드레일', 'subject', '안전_장비']",
/home/aailab/kbvqa/data/images/110200820220621135907.jpg,이미지 속 도넛은 어느 나라 요리니,캐나다,도넛,"['도넛', 'subject', '캐나다_요리']",
/home/aailab/kbvqa/data/images/110101620220620155723.jpg,트럼펫은 어떤 악기일까,금관 악기,트럼펫,"['트럼펫', 'subject', '금관_악기']",
/home/aailab/kbvqa/data/images/110101820220622104242.jpg,이미지 속 전자 악기는 뭐야,신시사이저,신시사이저,"['신시사이저', 'subject', '전자_악기']",
/home/aailab/kbvqa/data/images/110500220220622143548.jpg,원예 할 때 사용하는 물품의 이름은 무엇일까,화분,문,"['화분', 'subject', '원예']",
/home/aailab/kbvqa/data/images/110400220220621141835.jpg,이미지 속 소방 설비는 무슨 시설물이야,도로,소화전,"['소화전', 'subject', '소방_설비']=['소화전', 'subject', '도로_시설물']",
/home/aailab/kbvqa/data/images/110100820220620130012.jpg,기타의 현은 몇 개니,6,기타,"['기타', 'subject', '기타']",기타
/home/aailab/kbvqa/data/images/110400220220621150000.jpg,이미지 속 소방 설비는 뭐야,소화전,소화전,"['소화전', 'subject', '소방_설비']",
/home/aailab/kbvqa/data/images/110100520220620162312.jpg,드럼 세트는 무엇에 속하니,막명악기,드럼_세트,"['드럼_세트', 'subject', '막명악기']",
/home/aailab/kbvqa/data/images/120100320220622162203.jpg,나비는 무슨 동물이지,절지동물,나비,"['나비', '문', '절지동물']",
/home/aailab/kbvqa/data/images/120100120220622145807.jpg,개미는 무슨 목에 속하는 곤충이야,벌목,개미,"['개미', '목', '벌목_(곤충)']",
/home/aailab/kbvqa/data/images/110600120220622130848.jpg,테디 베어는 어느 나라의 발명품이니,미국,테디_베어,"['테디_베어', 'subject', '미국의_발명품']",
/home/aailab/kbvqa/data/images/110500320220622150407.jpg,소변과 대변을 처리하기 위한 편의 시설은 뭐야,화장실,화장실,"['화장실', 'subject', '화장실']",
/home/aailab/kbvqa/data/images/120100320220622161811.jpg,나비는 무슨 동물이야,절지동물,나비,"['나비', '문', '절지동물']",
/home/aailab/kbvqa/data/images/110200820220621142135.jpg,이미지 속 미국 요리에 해당하는 것은 뭐야,도넛,도넛,"['도넛', 'subject', '미국_요리']",
/home/aailab/kbvqa/data/images/120100320220622155421.jpg,나비는 어떤 동물에 속하니,절지동물,나비,"['나비', '문', '절지동물']",
/home/aailab/kbvqa/data/images/110200420220621162336.jpg,핫도그는 어느 나라의 길거리 음식이니,독일,핫도그,"['핫도그', 'subject', '독일_요리']=['핫도그', 'subject', '길거리_음식']",
/home/aailab/kbvqa/data/images/110101020220620163918.jpg,사람이 앉는 데에 쓰는 가구는 뭐니,의자,하프,"['의자', 'subject', '의자']",
/home/aailab/kbvqa/data/images/110200920220621151358.jpg,이미지 속 프랑스의 후식은 무엇일까,케이크,케이크,"['케이크', 'subject', '후식']=['케이크', 'subject', '프랑스_요리']",
/home/aailab/kbvqa/data/images/120100220220624113910.jpg,벌은 어떤 동물이니,꿀벌상과 동물,벌_(곤충),"['벌_(곤충)', '상과', '꿀벌상과']",
/home/aailab/kbvqa/data/images/110200920220621145344.jpg,케이크는 어느 나라 요리니,멕시코,케이크,"['케이크', 'subject', '멕시코_요리']",
/home/aailab/kbvqa/data/images/120100420220622171915.jpg,잠자리는 무엇에 속하는 곤충일까,유시아강,잠자리,"['잠자리', '아강', '유시아강']",
/home/aailab/kbvqa/data/images/110100120220620114216.jpg,아코디언은 무슨 악기야,기명악기,아코디언,"['아코디언', 'subject', '기명악기']",
/home/aailab/kbvqa/data/images/110500220220622142038.jpg,개는 무엇에 해당하는 동물일까,포유류,문,"['개', '강', '포유류']",
/home/aailab/kbvqa/data/images/110200120220621134624.jpg,사과는 무슨 식물에 속해 있어,장미목,크림_(식품),"['사과', '목', '장미목']",
/home/aailab/kbvqa/data/images/110101520220620144314.jpg,첼로를 연주하는 사람을 뭐라고 하니,첼리스트,트롬본,"['첼로', 'subject', '첼로']",첼로
/home/aailab/kbvqa/data/images/110200520220621172920.jpg,피자는 어느 나라의 발명품이니,이탈리아,피자,"['피자', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110200520220621174149.jpg,피자는 어느 나라의 요리일까,이탈리아,피자,"['피자', 'subject', '이탈리아_요리']",
/home/aailab/kbvqa/data/images/110101320220620112958.jpg,이탈리아에서 발명한 악기는 무엇일까,피아노,피아노,"['피아노', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110101020220620143013.jpg,이미지 속 현악기는 어느 나라를 상징하니,아일랜드,하프,"['하프', 'subject', '아일랜드의_상징']",하프
/home/aailab/kbvqa/data/images/110101820220622105302.jpg,각종 악기의 음색을 전자적으로 합성하여 연주할 수 있는 전자 악기는 뭐니,신시사이저,신시사이저,"['신시사이저', 'subject', '전자_악기']",신시사이저
/home/aailab/kbvqa/data/images/120100320220622160650.jpg,이미지 속 곤충은 뭐야,나비,나비,"['나비', '강', '곤충']",
/home/aailab/kbvqa/data/images/120100420220622181356.jpg,이미지 속 살아있는 화석인 곤충 이름은 무엇일까,잠자리,잠자리,"['잠자리', 'subject', '살아있는_화석']",
/home/aailab/kbvqa/data/images/110101520220620185436.jpg,이미지 속 금관 악기는 음역이 몇이야,220,트롬본,"['트롬본', 'subject', '금관_악기']",
/home/aailab/kbvqa/data/images/120100420220622181758.jpg,이미지 속 잠자리목인 생물은 무엇으로도 불리니,살아있는 화석,잠자리,"['잠자리', 'subject', '살아있는_화석']",
/home/aailab/kbvqa/data/images/110200420220621163402.jpg,핫도그는 길쭉한 빵에 기름에 지진 무엇을 끼운 음식이야,소시지,핫도그,"['핫도그', 'subject', '핫도그']",
/home/aailab/kbvqa/data/images/110500220220622141723.jpg,문은 무엇을 표현하기 위한 목적을 지닐까,권세,문,"['문', 'subject', '문']",문
/home/aailab/kbvqa/data/images/110200320220621152955.jpg,햄버거는 어느 나라 요리야,독일,햄버거,"['햄버거', 'subject', '독일_요리']",
/home/aailab/kbvqa/data/images/110200520220621174713.jpg,피자는 어느 나라 발명품이니,이탈리아,피자,"['피자', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110400220220621143948.jpg,소화전은 어떤 시설물이야,도로 시설물,소화전,"['소화전', 'subject', '도로_시설물']",
/home/aailab/kbvqa/data/images/120100220220622150317.jpg,이미지 속 곤충은 무슨 상과에 속할까,꿀벌상과,벌_(곤충),"['벌_(곤충)', '강', '곤충']=['벌_(곤충)', '상과', '꿀벌상과']",
/home/aailab/kbvqa/data/images/120100120220622135509.jpg,이미지 속 말벌상과인 생물은 무엇에 속할까,벌목,개미,"['개미', 'subject', '벌목']=['개미', '상과', '말벌상과']",
/home/aailab/kbvqa/data/images/110200520220621170815.jpg,피자는 어느 나라의 발명품이니,이탈리아,피자,"['피자', 'subject', '이탈리아의_발명품']",
/home/aailab/kbvqa/data/images/110200820220621143425.jpg,이미지 속 캐나다 요리는 무엇일까,도넛,도넛,"['도넛', 'subject', '캐나다_요리']",
/home/aailab/kbvqa/data/images/110200320220621151831.jpg,이미지 속 샌드위치의 일종은 뭐야,햄버거,햄버거,"['햄버거', 'subject', '샌드위치']",
/home/aailab/kbvqa/data/images/110101620220620160526.jpg,군악에 사용되는 금관 악기는 무엇이니,트럼펫,트럼펫,"['트럼펫', 'subject', '군악']=['트럼펫', 'subject', '금관_악기']",
/home/aailab/kbvqa/data/images/110201020220621154343.jpg,이미지 속 중국 요리는 무엇이니,샌드위치,샌드위치,"['샌드위치', 'subject', '중국_요리']",
/home/aailab/kbvqa/data/images/120100320220622155816.jpg,나비는 어떤 동물이야,절지동물,나비,"['나비', '문', '절지동물']",
/home/aailab/kbvqa/data/images/120100220220622152003.jpg,이미지 안의 꿀벌상과에 속하는 곤충은 뭐야,벌,벌_(곤충),"['벌_(곤충)', '상과', '꿀벌상과']",
/home/aailab/kbvqa/data/images/110101320220620131731.jpg,피아노는 무슨 악기에 속할까,현명악기,피아노,"['피아노', 'subject', '현명악기']",
/home/aailab/kbvqa/data/images/110100520220620181438.jpg,이미지 속 막명악기는 뭘까,드럼 세트,드럼_세트,"['드럼_세트', 'subject', '막명악기']",
/home/aailab/kbvqa/data/images/110200920220621150859.jpg,이미지 속 중국의 후식은 무엇일까,케이크,케이크,"['케이크', 'subject', '후식']=['케이크', 'subject', '중국_요리']",
/home/aailab/kbvqa/data/images/110101020220621115300.jpg,월계관은 어느 시대의 왕관이니,고대 그리스,하프,"['월계관', 'subject', '고대_그리스']=['월계관', 'subject', '왕관']",
/home/aailab/kbvqa/data/images/110101220220620153211.jpg,오보에는 무엇을 사용하는 목관 악기야,겹리드,오보에,"['오보에', 'subject', '목관_악기']",오보에
/home/aailab/kbvqa/data/images/120100120220622135311.jpg,개미는 무엇에 속하는 곤충이니,말벌상과,개미,"['개미', '상과', '말벌상과']",
/home/aailab/kbvqa/data/images/110200820220621135830.jpg,이미지 속 캐나다 요리는 무엇이니,도넛,도넛,"['도넛', 'subject', '캐나다_요리']",
/home/aailab/kbvqa/data/images/110201020220621155523.jpg,이미지 속 사람 이름을 딴 음식은 뭘까,샌드위치,샌드위치,"['샌드위치', 'subject', '사람_이름을_딴_음식']",
/home/aailab/kbvqa/data/images/110101520220620142621.jpg,이미지 속 기명악기는 뭐야,트롬본,트롬본,"['트롬본', 'subject', '기명악기']",
/home/aailab/kbvqa/data/images/110100520220620155514.jpg,드럼은 무슨 악기에 속하니,막명악기,드럼_세트,"['드럼_세트', 'subject', '막명악기']",
/home/aailab/kbvqa/data/images/120100220220624114404.jpg,꽃 위에 벌목 곤충은 어디에 속하니,꿀벌상과,벌_(곤충),"['벌_(곤충)', '목', '벌목_(곤충)']=['벌_(곤충)', '상과', '꿀벌상과']",
/home/aailab/kbvqa/data/images/110500220220622141915.jpg,이미지 속 스코틀랜드의 발명품은 뭐지,자전거,문,"['자전거', 'subject', '스코틀랜드의_발명품']",
/home/aailab/kbvqa/data/images/110101320220620124452.jpg,건반 악기는 어디에 속해,현명악기,피아노,"['피아노', 'subject', '현명악기']=['피아노', 'subject', '건반_악기']",
/home/aailab/kbvqa/data/images/110101720220620175351.jpg,이미지 속 현악기의 음역은 몇이지,135,바이올린,"['바이올린', 'subject', '현악기']",
/home/aailab/kbvqa/data/images/120100420220622180858.jpg,살아있는 화석이라고 불리는 곤충 이름은 뭘까,잠자리,잠자리,"['잠자리', 'subject', '살아있는_화석']",
/home/aailab/kbvqa/data/images/120100420220622183421.jpg,이미지 속 살아있는 화석에 해당하는 절지동물은 뭐야,잠자리,잠자리,"['잠자리', 'subject', '살아있는_화석']=['잠자리', '문', '절지동물']",
/home/aailab/kbvqa/data/images/110101320220620130142.jpg,피아노는 무엇에 속하는 걸까,현명악기,피아노,"['피아노', 'subject', '현명악기']",
/home/aailab/kbvqa/data/images/110101320220620131023.jpg,피아노는 무슨 악기일까,건반 악기,피아노,"['피아노', 'subject', '건반_악기']",
/home/aailab/kbvqa/data/images/110100720220620114058.jpg,이미지 내 기명악기는 음역이 몇이야,130,호른,"['호른', 'subject', '기명악기']",
/home/aailab/kbvqa/data/images/110101720220620181941.jpg,개는 무엇의 아종이야,회색늑대,바이올린,"['개', 'subject', '회색늑대의_아종']",
/home/aailab/kbvqa/data/images/110100220220620142328.jpg,이미지 속 재즈 음악에 사용되는 현악기는 뭐야,밴조,밴조,"['밴조', 'subject', '현악기']",밴조
/home/aailab/kbvqa/data/images/110101820220621114953.jpg,키보드를 연주하는 사람을 뭐라고 하니,키보디스트,키보드_(악기),"['키보드_(악기)', 'subject', '건반_악기']",키보드_(악기)
/home/aailab/kbvqa/data/images/120100420220622183325.jpg,이미지 속 잠자리는 무엇에 해당하는 곤충이지,잠자리목,잠자리,"['잠자리', 'subject', '잠자리목']=['잠자리', '강', '곤충']",
